"Date","Price","Open","High","Low","Vol.","Change %"
"13-12-2019","6,209.55","6,176.95","6,215.00","6,176.05","1.56B","0.97%"
"12-12-2019","6,150.05","6,134.55","6,166.35","6,128.40","1.37B","0.58%"
"11-12-2019","6,114.80","6,091.70","6,121.50","6,073.55","1.77B","0.48%"
"10-12-2019","6,085.35","6,139.45","6,140.85","6,079.20","1.56B","-0.79%"
"09-12-2019","6,133.55","6,138.05","6,160.75","6,109.15","1.53B","0.06%"
"06-12-2019","6,129.90","6,201.15","6,205.30","6,111.90","1.96B","-0.90%"
"05-12-2019","6,185.80","6,214.55","6,217.65","6,175.50","1.47B","-0.27%"
"04-12-2019","6,202.60","6,164.75","6,207.95","6,149.75","2.19B","0.39%"
"03-12-2019","6,178.50","6,223.50","6,224.10","6,160.35","1.97B","-0.55%"
"02-12-2019","6,212.75","6,254.30","6,254.35","6,199.40","2.80B","-0.13%"
"29-11-2019","6,220.70","6,263.75","6,264.25","6,200.55","2.18B","-0.69%"
"28-11-2019","6,264.00","6,244.35","6,267.50","6,229.80","2.11B","0.55%"
"27-11-2019","6,229.70","6,210.25","6,235.85","6,205.00","1.55B","0.57%"
"26-11-2019","6,194.30","6,238.90","6,251.45","6,178.25","3.42B","-0.40%"
"25-11-2019","6,219.05","6,143.10","6,223.95","6,141.85","1.73B","1.32%"
"22-11-2019","6,137.95","6,162.40","6,162.60","6,119.85","1.57B","-0.38%"
"21-11-2019","6,161.25","6,196.20","6,197.20","6,155.55","2.21B","-0.33%"
"20-11-2019","6,181.60","6,183.15","6,202.50","6,167.65","3.30B","0.47%"
"19-11-2019","6,152.55","6,146.25","6,160.85","6,125.75","2.26B","0.35%"
"18-11-2019","6,131.15","6,143.10","6,156.40","6,121.95","1.82B","-0.01%"
"15-11-2019","6,131.70","6,136.75","6,167.45","6,125.05","2.07B","0.20%"
"14-11-2019","6,119.75","6,117.45","6,133.70","6,084.60","1.80B","0.19%"
"13-11-2019","6,108.40","6,146.90","6,169.40","6,098.60","1.69B","-0.61%"
"11-11-2019","6,145.90","6,125.30","6,154.30","6,118.80","1.39B","0.12%"
"08-11-2019","6,138.25","6,182.65","6,204.25","6,129.15","1.79B","-0.85%"
"07-11-2019","6,190.70","6,194.10","6,194.85","6,160.00","1.58B","0.43%"
"06-11-2019","6,164.05","6,140.55","6,182.65","6,110.90","1.54B","0.36%"
"05-11-2019","6,142.15","6,179.85","6,181.75","6,118.15","1.49B","-0.36%"
"04-11-2019","6,164.25","6,164.85","6,193.45","6,149.50","1.79B","0.30%"
"01-11-2019","6,146.05","6,145.35","6,162.80","6,128.25","2.49B","0.12%"
"31-10-2019","6,138.85","6,138.30","6,168.35","6,127.00","2.71B","0.40%"
"30-10-2019","6,114.10","6,127.20","6,131.25","6,083.20","1.68B","0.52%"
"29-10-2019","6,082.25","6,008.90","6,093.50","5,999.95","2.02B","1.34%"
"27-10-2019","6,001.60","6,015.20","6,021.35","5,991.15","333.37B","0.44%"
"25-10-2019","5,975.50","6,005.30","6,005.75","5,930.55","1.93B","-0.05%"
"24-10-2019","5,978.40","6,018.60","6,028.75","5,954.55","2.10B","-0.22%"
"23-10-2019","5,991.45","5,989.45","6,016.85","5,964.95","1.56B","0.11%"
"22-10-2019","5,984.90","6,009.85","6,039.65","5,977.05","1.81B","-0.42%"
"18-10-2019","6,010.05","5,956.45","6,021.00","5,944.05","1.97B","0.88%"
"17-10-2019","5,957.40","5,889.90","5,963.10","5,877.10","1.68B","1.19%"
"16-10-2019","5,887.35","5,886.25","5,898.20","5,862.95","1.46B","0.33%"
"15-10-2019","5,868.10","5,835.80","5,883.55","5,827.50","1.32B","0.72%"
"14-10-2019","5,826.25","5,821.20","5,863.65","5,801.90","1.34B","0.36%"
"11-10-2019","5,805.45","5,786.40","5,835.40","5,749.65","1.57B","0.55%"
"10-10-2019","5,773.75","5,799.95","5,807.45","5,762.80","1.60B","-0.74%"
"09-10-2019","5,816.65","5,736.65","5,820.30","5,704.10","1.62B","1.60%"
"07-10-2019","5,724.85","5,764.00","5,776.85","5,718.45","1.44B","-0.54%"
"04-10-2019","5,756.10","5,861.60","5,868.60","5,747.80","1.64B","-1.20%"
"03-10-2019","5,826.00","5,830.60","5,855.90","5,797.70","1.83B","-0.42%"
"01-10-2019","5,850.40","5,935.10","5,955.25","5,789.05","2.49B","-1.09%"
"30-09-2019","5,914.85","5,938.65","5,942.00","5,872.85","1.92B","-0.55%"
"27-09-2019","5,947.30","5,971.15","5,990.85","5,943.20","1.42B","-0.51%"
"26-09-2019","5,977.60","5,925.60","5,996.50","5,924.00","1.73B","1.11%"
"25-09-2019","5,911.70","5,982.20","5,982.50","5,899.95","1.40B","-1.39%"
"24-09-2019","5,994.90","6,002.90","6,030.55","5,968.40","1.44B","-0.14%"
"23-09-2019","6,003.05","5,971.30","6,049.65","5,943.90","1.98B","2.72%"
"20-09-2019","5,843.85","5,564.45","5,887.50","5,532.25","2.92B","5.43%"
"19-09-2019","5,543.05","5,616.30","5,616.30","5,524.65","1.53B","-1.24%"
"18-09-2019","5,612.90","5,626.15","5,633.45","5,589.65","1.16B","0.27%"
"17-09-2019","5,597.65","5,694.95","5,695.35","5,587.35","1.35B","-1.72%"
"16-09-2019","5,695.55","5,686.35","5,719.80","5,676.15","1.03B","-0.54%"
"13-09-2019","5,726.30","5,687.00","5,730.35","5,657.25","1.33B","0.79%"
"12-09-2019","5,681.20","5,718.40","5,732.15","5,673.05","1.34B","-0.42%"
"11-09-2019","5,705.40","5,694.75","5,712.85","5,686.75","1.47B","0.40%"
"09-09-2019","5,682.40","5,646.25","5,693.00","5,624.60","1.05B","0.57%"
"06-09-2019","5,650.05","5,621.65","5,655.35","5,610.85","1.16B","0.83%"
"05-09-2019","5,603.35","5,606.55","5,636.50","5,589.50","1.26B","0.12%"
"04-09-2019","5,596.70","5,573.60","5,602.85","5,542.50","1.17B","0.37%"
"03-09-2019","5,575.95","5,658.70","5,661.35","5,563.40","1.15B","-2.03%"
"30-08-2019","5,691.55","5,667.50","5,700.85","5,614.45","1.39B","0.79%"
"29-08-2019","5,646.75","5,665.40","5,678.55","5,625.20","1.45B","-0.72%"
"28-08-2019","5,687.85","5,720.80","5,735.55","5,660.80","1.31B","-0.57%"
"27-08-2019","5,720.65","5,713.25","5,738.55","5,690.15","1.61B","0.57%"
"26-08-2019","5,688.35","5,664.20","5,694.00","5,537.55","1.67B","2.02%"
"23-08-2019","5,575.50","5,508.20","5,591.70","5,472.20","1.57B","0.86%"
"22-08-2019","5,528.00","5,611.90","5,613.20","5,518.70","1.60B","-1.63%"
"21-08-2019","5,619.70","5,677.45","5,682.45","5,615.00","1.23B","-1.00%"
"20-08-2019","5,676.35","5,706.60","5,711.05","5,658.55","1.10B","-0.44%"
"19-08-2019","5,701.25","5,720.10","5,745.75","5,693.35","1.02B","0.07%"
"16-08-2019","5,697.50","5,687.40","5,705.40","5,631.85","1.29B","0.20%"
"14-08-2019","5,686.05","5,666.15","5,705.70","5,636.70","1.24B","0.97%"
"13-08-2019","5,631.25","5,745.70","5,748.20","5,620.45","1.43B","-1.78%"
"09-08-2019","5,733.35","5,719.80","5,770.85","5,710.55","1.35B","0.73%"
"08-08-2019","5,691.95","5,631.00","5,704.70","5,601.80","1.30B","1.49%"
"07-08-2019","5,608.40","5,659.20","5,672.95","5,598.75","1.36B","-0.79%"
"06-08-2019","5,653.25","5,576.25","5,683.00","5,575.50","1.30B","0.94%"
"05-08-2019","5,600.75","5,618.70","5,619.50","5,557.50","1.24B","-1.20%"
"02-08-2019","5,668.70","5,634.60","5,710.45","5,589.45","1.48B","0.13%"
"01-08-2019","5,661.45","5,703.50","5,717.20","5,610.85","1.25B","-1.23%"
"31-07-2019","5,731.90","5,678.60","5,741.95","5,659.05","1.35B","0.48%"
"30-07-2019","5,704.70","5,778.00","5,805.80","5,699.20","1.54B","-1.08%"
"29-07-2019","5,767.20","5,829.00","5,830.40","5,748.55","1.69B","-0.91%"
"26-07-2019","5,820.45","5,796.30","5,830.80","5,777.40","1.23B","0.40%"
"25-07-2019","5,797.35","5,808.45","5,845.85","5,790.40","1.30B","-0.02%"
"24-07-2019","5,798.55","5,839.25","5,857.60","5,780.80","1.18B","-0.75%"
"23-07-2019","5,842.55","5,867.50","5,873.15","5,827.20","1.16B","-0.21%"
"22-07-2019","5,855.10","5,874.35","5,876.15","5,822.65","1.13B","-0.55%"
"19-07-2019","5,887.40","6,002.70","6,009.75","5,876.80","1.18B","-1.62%"
"18-07-2019","5,984.30","6,033.45","6,033.70","5,978.15","1.11B","-0.92%"
"17-07-2019","6,039.60","6,034.05","6,052.20","6,024.05","1.07B","0.16%"
"16-07-2019","6,030.15","5,991.35","6,032.75","5,980.15","1.09B","0.70%"
"15-07-2019","5,988.50","6,004.10","6,006.25","5,958.70","927.61M","0.20%"
"12-07-2019","5,976.40","5,993.50","6,018.10","5,970.00","1.06B","-0.13%"
"11-07-2019","5,984.25","5,971.55","5,990.65","5,949.95","965.13M","0.73%"
"10-07-2019","5,940.80","5,967.10","5,992.55","5,930.85","928.91M","-0.59%"
"09-07-2019","5,975.80","5,958.25","5,987.00","5,922.45","1.10B","0.08%"
"08-07-2019","5,970.95","6,080.00","6,080.85","5,952.40","1.16B","-2.19%"
"05-07-2019","6,104.80","6,190.35","6,198.10","6,096.50","1.24B","-1.22%"
"04-07-2019","6,179.90","6,172.95","6,191.10","6,171.15","1.03B","0.22%"
"03-07-2019","6,166.60","6,169.50","6,178.10","6,148.35","956.04M","0.14%"
"02-07-2019","6,157.75","6,148.95","6,161.00","6,111.30","1.07B","0.37%"
"01-07-2019","6,135.10","6,124.70","6,142.90","6,120.95","951.94M","0.58%"
"28-06-2019","6,099.45","6,134.15","6,138.55","6,091.65","1.11B","-0.41%"
"27-06-2019","6,124.40","6,127.30","6,152.30","6,114.00","1.68B","0.06%"
"26-06-2019","6,120.45","6,074.25","6,131.75","6,068.90","1.36B","0.53%"
"25-06-2019","6,087.95","6,032.40","6,095.25","6,017.75","1.13B","0.75%"
"24-06-2019","6,042.75","6,055.80","6,068.90","6,028.25","1.05B","-0.18%"
"21-06-2019","6,053.90","6,095.90","6,095.90","6,043.75","1.37B","-0.75%"
"20-06-2019","6,099.60","6,005.40","6,105.45","5,991.70","1.43B","1.30%"
"19-06-2019","6,021.20","6,059.15","6,086.40","5,987.95","1.42B","-0.18%"
"18-06-2019","6,032.20","6,027.55","6,053.35","6,007.40","1.13B","0.12%"
"17-06-2019","6,024.70","6,111.90","6,111.95","6,017.80","987.98M","-1.30%"
"14-06-2019","6,103.95","6,151.30","6,152.50","6,092.10","1.04B","-0.81%"
"13-06-2019","6,153.95","6,137.90","6,161.70","6,102.65","1.15B","0.02%"
"12-06-2019","6,152.80","6,185.40","6,185.40","6,137.10","953.77M","-0.56%"
"11-06-2019","6,187.65","6,179.30","6,202.60","6,148.70","1.17B","0.42%"
"10-06-2019","6,161.65","6,170.45","6,189.75","6,136.90","1.27B","0.38%"
"07-06-2019","6,138.55","6,137.45","6,153.30","6,085.45","1.13B","0.16%"
"06-06-2019","6,128.95","6,235.60","6,235.60","6,122.75","1.30B","-1.57%"
"04-06-2019","6,227.00","6,241.50","6,268.05","6,219.85","1.02B","-0.51%"
"03-06-2019","6,258.70","6,193.20","6,264.80","6,173.70","991.47M","1.31%"
"31-05-2019","6,177.85","6,210.55","6,234.00","6,131.80","1.40B","-0.10%"
"30-05-2019","6,183.80","6,147.70","6,192.70","6,145.30","1.52B","0.65%"
"29-05-2019","6,143.80","6,172.55","6,178.85","6,132.00","1,052.38B","-0.61%"
"28-05-2019","6,181.35","6,195.70","6,195.70","6,151.25","1,806.21B","0.07%"
"27-05-2019","6,177.15","6,134.35","6,189.00","6,114.50","1,205.28B","0.77%"
"24-05-2019","6,129.80","6,067.65","6,134.40","6,029.90","1,363.45B","1.75%"
"23-05-2019","6,024.30","6,139.75","6,211.25","6,003.95","1,871.69B","-0.52%"
"22-05-2019","6,055.55","6,054.55","6,076.85","6,029.60","1,263.74B","0.18%"
"21-05-2019","6,044.60","6,124.70","6,132.65","6,030.80","1,184.50B","-1.01%"
"20-05-2019","6,106.00","6,019.00","6,112.85","5,987.60","1,524.88B","3.69%"
"17-05-2019","5,888.90","5,817.05","5,896.05","5,814.90","1,232.24B","1.27%"
"16-05-2019","5,815.30","5,783.80","5,827.00","5,758.65","1,134.20B","0.73%"
"15-05-2019","5,773.30","5,829.40","5,840.45","5,763.40","1,171.70B","-0.58%"
"14-05-2019","5,806.90","5,771.60","5,841.20","5,742.95","1,379.13B","0.59%"
"13-05-2019","5,772.70","5,840.60","5,854.20","5,762.10","1,232.81B","-1.35%"
"10-05-2019","5,851.75","5,865.50","5,882.20","5,838.35","1,189.25B","-0.14%"
"09-05-2019","5,859.75","5,867.85","5,885.45","5,834.75","1,139.93B","-0.44%"
"08-05-2019","5,885.40","5,944.55","5,944.80","5,879.60","1,248.26B","-1.18%"
"07-05-2019","5,955.45","6,034.95","6,038.25","5,949.45","1,077.84B","-0.88%"
"06-05-2019","6,008.25","6,015.50","6,029.15","5,995.95","975.70B","-0.98%"
"03-05-2019","6,067.60","6,075.00","6,093.75","6,060.65","1,004.68B","-0.13%"
"02-05-2019","6,075.45","6,080.10","6,112.15","6,065.00","1,228.14B","-0.28%"
"30-04-2019","6,092.55","6,100.85","6,100.85","6,045.45","1,387.07B","-0.19%"
"26-04-2019","6,104.40","6,082.20","6,108.35","6,065.15","1,025.28B","0.72%"
"25-04-2019","6,060.75","6,107.10","6,136.20","6,052.35","1,405.40B","-0.66%"
"24-04-2019","6,100.95","6,046.15","6,107.25","6,031.55","1,041.11B","1.12%"
"23-04-2019","6,033.65","6,050.90","6,068.15","6,027.25","992.50B","-0.13%"
"22-04-2019","6,041.30","6,115.40","6,115.40","6,035.90","879.67B","-1.44%"
"18-04-2019","6,129.80","6,184.05","6,184.05","6,119.65","1,173.72B","-0.38%"
"16-04-2019","6,153.05","6,132.95","6,163.60","6,131.10","1,078.47B","0.70%"
"15-04-2019","6,110.50","6,098.60","6,116.55","6,088.25","1,063.56B","0.42%"
"12-04-2019","6,085.00","6,068.10","6,090.25","6,054.45","1,012.62B","0.41%"
"11-04-2019","6,060.25","6,056.55","6,065.10","6,036.55","952.71B","0.13%"
"10-04-2019","6,052.30","6,080.45","6,097.85","6,045.75","978.21B","-0.65%"
"09-04-2019","6,091.60","6,065.00","6,097.05","6,036.90","954.86B","0.51%"
"08-04-2019","6,060.70","6,112.65","6,115.35","6,033.65","1,053.36B","-0.54%"
"05-04-2019","6,093.60","6,078.15","6,104.25","6,065.60","1,022.49B","0.60%"
"04-04-2019","6,057.55","6,087.60","6,088.50","6,035.40","1,282.68B","-0.33%"
"03-04-2019","6,077.75","6,129.55","6,143.60","6,070.40","1,228.10B","-0.62%"
"02-04-2019","6,115.95","6,123.35","6,123.40","6,090.95","1,377.77B","0.22%"
"01-04-2019","6,102.60","6,103.70","6,138.10","6,090.40","1,292.60B","0.37%"
"29-03-2019","6,079.95","6,070.45","6,082.50","6,047.50","1,652.97B","0.64%"
"28-03-2019","6,041.40","5,988.50","6,049.65","5,982.90","1,592.53B","1.06%"
"27-03-2019","5,977.85","6,016.60","6,026.75","5,963.20","1,244.19B","-0.22%"
"26-03-2019","5,991.20","5,937.65","5,998.05","5,931.05","1,187.23B","1.11%"
"25-03-2019","5,925.15","5,946.70","5,946.70","5,905.20","1,029.11B","-0.92%"
"22-03-2019","5,979.95","6,027.50","6,041.90","5,970.10","1,324.01B","-0.58%"
"20-03-2019","6,014.95","6,036.25","6,037.00","6,006.80","1,245.59B","-0.17%"
"19-03-2019","6,025.35","6,011.20","6,029.60","5,987.45","1,242.07B","0.59%"
"18-03-2019","5,990.15","5,999.95","6,024.90","5,966.80","1,144.75B","0.23%"
"15-03-2019","5,976.20","5,955.80","6,003.25","5,953.90","1,451.80B","0.63%"
"14-03-2019","5,938.90","5,960.00","5,962.85","5,923.95","1,063.01B","-0.02%"
"13-03-2019","5,940.25","5,944.10","5,951.60","5,915.60","1,108.57B","0.15%"
"12-03-2019","5,931.60","5,905.25","5,944.80","5,903.30","1,198.70B","1.02%"
"11-03-2019","5,871.80","5,806.90","5,876.95","5,803.25","1,183.73B","1.43%"
"08-03-2019","5,788.80","5,790.00","5,796.05","5,771.35","1,155.78B","-0.17%"
"07-03-2019","5,798.75","5,814.80","5,816.95","5,788.50","1,306.64B","-0.05%"
"06-03-2019","5,801.70","5,789.25","5,807.65","5,778.55","1,495.60B","0.61%"
"05-03-2019","5,766.40","5,691.25","5,769.90","5,671.20","1,512.57B","1.37%"
"01-03-2019","5,688.65","5,667.80","5,694.55","5,666.15","1,229.86B","0.82%"
"28-02-2019","5,642.55","5,669.75","5,669.90","5,635.25","1,582.63B","0.04%"
"27-02-2019","5,640.50","5,671.40","5,710.65","5,608.45","1,236.88B","-0.11%"
"26-02-2019","5,646.95","5,612.40","5,674.30","5,580.70","1,244.60B","-0.34%"
"25-02-2019","5,666.20","5,638.60","5,669.85","5,624.80","1,254.18B","0.72%"
"22-02-2019","5,625.45","5,615.20","5,629.70","5,606.25","1,459.41B","0.15%"
"21-02-2019","5,617.25","5,590.20","5,624.70","5,578.65","1,110.78B","0.61%"
"20-02-2019","5,583.15","5,541.55","5,591.75","5,539.85","989.23B","1.22%"
"19-02-2019","5,515.60","5,525.75","5,572.00","5,506.85","925.58B","-0.20%"
"18-02-2019","5,526.65","5,576.15","5,585.20","5,520.85","1,082.65B","-0.80%"
"15-02-2019","5,571.10","5,609.30","5,610.90","5,520.80","1,179.20B","-0.45%"
"14-02-2019","5,596.55","5,603.50","5,612.25","5,577.30","1,457.00B","-0.22%"
"13-02-2019","5,608.95","5,652.50","5,662.65","5,599.35","1,057.18B","-0.42%"
"12-02-2019","5,632.75","5,655.95","5,673.40","5,627.90","990.93B","-0.47%"
"11-02-2019","5,659.15","5,691.80","5,691.80","5,644.85","992.80B","-0.70%"
"08-02-2019","5,699.05","5,747.50","5,754.10","5,690.70","1,337.75B","-1.23%"
"07-02-2019","5,770.15","5,758.95","5,792.20","5,752.80","1,540.16B","0.27%"
"06-02-2019","5,754.85","5,711.90","5,760.70","5,704.75","1,586.50B","1.02%"
"05-02-2019","5,696.80","5,696.20","5,713.85","5,685.75","1,736.18B","-0.01%"
"04-02-2019","5,697.55","5,693.70","5,704.45","5,650.90","1,408.68B","-0.07%"
"01-02-2019","5,701.65","5,679.25","5,748.80","5,656.35","1,194.69B","0.62%"
"31-01-2019","5,666.45","5,606.45","5,669.05","5,595.10","1,436.77B","1.44%"
"30-01-2019","5,585.80","5,607.55","5,611.60","5,563.95","987.67B","0.06%"
"29-01-2019","5,582.70","5,576.90","5,602.25","5,549.15","982.19B","-0.02%"
"28-01-2019","5,583.80","5,661.45","5,662.85","5,566.40","1,138.66B","-1.30%"
"25-01-2019","5,657.60","5,712.60","5,744.30","5,643.60","1,043.40B","-0.83%"
"24-01-2019","5,704.70","5,707.60","5,712.20","5,682.00","791.42B","0.07%"
"23-01-2019","5,700.45","5,746.85","5,754.70","5,691.20","749.63B","-0.73%"
"22-01-2019","5,742.10","5,750.05","5,750.05","5,705.40","813.08B","-0.24%"
"21-01-2019","5,756.05","5,748.15","5,779.10","5,731.65","759.13B","0.26%"
"18-01-2019","5,741.35","5,759.25","5,764.35","5,722.10","755.45B","-0.19%"
"17-01-2019","5,752.45","5,764.00","5,770.00","5,724.35","768.08B","0.06%"
"16-01-2019","5,748.75","5,754.10","5,771.35","5,742.60","713.67B","0.02%"
"15-01-2019","5,747.75","5,698.50","5,752.05","5,698.50","712.68B","1.23%"
"14-01-2019","5,678.10","5,710.90","5,711.20","5,653.35","692.01B","-0.53%"
"11-01-2019","5,708.45","5,729.45","5,737.05","5,681.25","636.14B","-0.25%"
"10-01-2019","5,722.90","5,734.00","5,739.85","5,712.05","686.30B","-0.14%"
"09-01-2019","5,730.95","5,739.20","5,743.15","5,678.80","873.86B","0.36%"
"08-01-2019","5,710.15","5,705.30","5,717.75","5,679.75","769.04B","0.19%"
"07-01-2019","5,699.10","5,720.80","5,733.20","5,687.95","805.52B","0.33%"
"04-01-2019","5,680.50","5,666.15","5,687.85","5,630.60","945.94B","0.49%"
"03-01-2019","5,652.95","5,714.20","5,728.05","5,647.85","765.41B","-1.04%"
"02-01-2019","5,712.10","5,754.55","5,771.10","5,686.70","849.87B","-1.07%"
"01-01-2019","5,773.70","5,766.00","5,779.55","5,726.70","492.65B","0.32%"
"31-12-2018","5,755.35","5,775.55","5,783.05","5,750.35","624.80B","0.12%"
"28-12-2018","5,748.30","5,724.35","5,763.85","5,722.80","775.54B","0.80%"
"27-12-2018","5,702.95","5,723.85","5,729.05","5,697.15","1,215.66B","0.42%"
"26-12-2018","5,679.25","5,634.85","5,689.45","5,574.70","852.33B","0.51%"
"24-12-2018","5,650.60","5,713.50","5,714.30","5,643.80","788.31B","-0.89%"
"21-12-2018","5,701.25","5,801.90","5,813.65","5,693.80","1,034.32B","-1.73%"
"20-12-2018","5,801.35","5,770.45","5,806.40","5,765.70","944.81B","-0.16%"
"19-12-2018","5,810.60","5,784.10","5,818.10","5,783.15","1,119.80B","0.73%"
"18-12-2018","5,768.70","5,736.35","5,772.85","5,724.20","833.32B","0.24%"
"17-12-2018","5,754.70","5,736.25","5,760.55","5,731.10","735.66B","0.74%"
"14-12-2018","5,712.60","5,699.50","5,720.50","5,683.25","1,067.46B","0.17%"
"13-12-2018","5,702.70","5,706.05","5,727.85","5,678.00","1,005.39B","0.58%"
"12-12-2018","5,669.55","5,584.35","5,676.35","5,572.35","982.87B","1.94%"
"11-12-2018","5,561.70","5,443.05","5,570.75","5,437.55","1,086.79B","0.82%"
"10-12-2018","5,516.55","5,527.15","5,548.55","5,510.25","909.00B","-1.93%"
"07-12-2018","5,625.25","5,607.05","5,630.10","5,582.35","980.88B","0.72%"
"06-12-2018","5,584.85","5,644.50","5,645.25","5,579.25","1,017.67B","-1.66%"
"05-12-2018","5,679.25","5,706.95","5,707.20","5,659.95","1,023.01B","-0.95%"
"04-12-2018","5,733.50","5,740.95","5,748.75","5,718.85","1,121.09B","-0.16%"
"03-12-2018","5,742.75","5,761.20","5,765.15","5,724.25","1,293.59B","0.17%"
"30-11-2018","5,732.90","5,733.70","5,750.45","5,710.00","1,358.55B","0.28%"
"29-11-2018","5,716.70","5,694.55","5,726.75","5,680.45","1,527.60B","1.07%"
"28-11-2018","5,655.95","5,657.00","5,676.40","5,649.80","1,085.15B","0.17%"
"27-11-2018","5,646.60","5,617.15","5,651.05","5,606.95","902.77B","0.46%"
"26-11-2018","5,620.80","5,597.75","5,625.70","5,552.85","855.63B","0.80%"
"22-11-2018","5,575.95","5,623.25","5,637.25","5,568.70","780.24B","-0.72%"
"21-11-2018","5,616.30","5,639.10","5,644.10","5,589.05","837.11B","-0.25%"
"20-11-2018","5,630.60","5,676.20","5,680.60","5,623.10","872.20B","-1.02%"
"19-11-2018","5,688.80","5,673.85","5,694.10","5,651.25","868.39B","0.70%"
"16-11-2018","5,649.10","5,635.80","5,659.35","5,621.70","991.48B","0.47%"
"15-11-2018","5,622.45","5,602.80","5,633.35","5,584.55","838.73B","0.40%"
"14-11-2018","5,600.30","5,630.05","5,638.35","5,577.75","1,047.63B","-0.04%"
"13-11-2018","5,602.40","5,543.05","5,608.75","5,532.05","800.51B","0.79%"
"12-11-2018","5,558.40","5,626.90","5,642.95","5,549.75","779.91B","-0.99%"
"09-11-2018","5,614.15","5,617.20","5,628.45","5,585.10","856.60B","0.11%"
"07-11-2018","5,608.15","5,615.35","5,616.50","5,605.70","8.88B","0.66%"
"06-11-2018","5,571.50","5,591.25","5,613.40","5,551.60","824.35B","-0.09%"
"05-11-2018","5,576.40","5,590.00","5,595.60","5,550.65","1,000.10B","-0.22%"
"02-11-2018","5,588.75","5,550.05","5,622.50","5,547.30","1,364.67B","1.51%"
"01-11-2018","5,505.55","5,526.50","5,526.55","5,486.00","1,171.72B","0.13%"
"31-10-2018","5,498.40","5,409.15","5,503.25","5,355.55","1,124.09B","1.84%"
"30-10-2018","5,398.85","5,409.30","5,435.70","5,383.30","1,088.24B","-0.25%"
"29-10-2018","5,412.25","5,314.35","5,421.90","5,283.60","1,111.50B","2.32%"
"26-10-2018","5,289.50","5,327.80","5,340.30","5,262.80","999.99B","-0.72%"
"25-10-2018","5,327.80","5,329.90","5,347.30","5,302.90","1,331.88B","-0.99%"
"24-10-2018","5,380.90","5,402.05","5,409.95","5,327.60","888.42B","0.78%"
"23-10-2018","5,339.05","5,344.65","5,382.55","5,312.70","857.42B","-0.98%"
"22-10-2018","5,392.05","5,476.90","5,478.20","5,381.10","844.52B","-0.64%"
"19-10-2018","5,426.55","5,448.05","5,474.10","5,398.30","1,027.06B","-1.38%"
"17-10-2018","5,502.55","5,640.15","5,651.05","5,494.45","921.32B","-1.47%"
"16-10-2018","5,584.75","5,558.70","5,590.60","5,548.60","833.27B","0.87%"
"15-10-2018","5,536.60","5,540.20","5,543.00","5,484.95","818.64B","0.45%"
"12-10-2018","5,511.75","5,437.75","5,523.35","5,433.65","1,049.06B","2.36%"
"11-10-2018","5,384.55","5,344.90","5,444.10","5,330.05","1,160.30B","-2.14%"
"10-10-2018","5,502.50","5,409.90","5,512.50","5,408.40","1,125.39B","2.03%"
"09-10-2018","5,393.00","5,438.80","5,445.30","5,366.90","1,107.59B","-0.46%"
"08-10-2018","5,417.90","5,413.75","5,457.30","5,340.25","1,235.36B","-0.06%"
"05-10-2018","5,421.00","5,525.90","5,540.10","5,392.90","1,305.89B","-2.63%"
"04-10-2018","5,567.45","5,636.95","5,637.50","5,541.85","1,170.98B","-2.25%"
"03-10-2018","5,695.65","5,758.85","5,761.50","5,686.75","1,159.81B","-1.33%"
"01-10-2018","5,772.30","5,731.45","5,785.45","5,662.95","1,151.48B","0.65%"
"28-09-2018","5,735.05","5,794.70","5,807.90","5,688.40","1,344.00B","-0.71%"
"27-09-2018","5,776.20","5,845.75","5,849.20","5,766.00","1,187.36B","-0.99%"
"26-09-2018","5,834.15","5,877.65","5,877.65","5,802.65","1,112.96B","-0.03%"
"25-09-2018","5,835.75","5,786.70","5,844.70","5,734.15","1,355.69B","0.82%"
"24-09-2018","5,788.45","5,911.65","5,914.45","5,776.50","1,194.45B","-1.89%"
"21-09-2018","5,899.70","5,992.00","6,024.70","5,721.85","1,957.23B","-1.16%"
"19-09-2018","5,968.75","6,022.15","6,025.70","5,952.05","931.14B","-0.46%"
"18-09-2018","5,996.55","6,058.85","6,076.55","5,990.95","1,032.79B","-1.00%"
"17-09-2018","6,057.20","6,097.80","6,097.80","6,051.75","806.07B","-1.09%"
"14-09-2018","6,123.80","6,079.30","6,127.70","6,078.25","772.53B","1.40%"
"12-09-2018","6,039.35","6,023.80","6,046.35","5,971.40","929.29B","0.65%"
"11-09-2018","6,000.35","6,104.15","6,106.30","5,993.40","901.24B","-1.38%"
"10-09-2018","6,084.55","6,162.35","6,167.05","6,078.20","864.28B","-1.41%"
"07-09-2018","6,171.30","6,143.75","6,178.05","6,107.45","929.45B","0.64%"
"06-09-2018","6,132.30","6,123.00","6,144.15","6,078.15","936.67B","0.53%"
"05-09-2018","6,099.80","6,119.20","6,133.80","6,046.20","1,124.54B","-0.41%"
"04-09-2018","6,124.75","6,200.25","6,203.25","6,110.70","964.59B","-1.11%"
"03-09-2018","6,193.35","6,277.35","6,277.35","6,184.95","924.18B","-0.76%"
"31-08-2018","6,240.55","6,233.60","6,264.65","6,216.20","1,130.42B","0.13%"
"30-08-2018","6,232.50","6,237.15","6,240.30","6,214.05","1,119.13B","-0.04%"
"29-08-2018","6,234.95","6,249.75","6,260.65","6,228.80","1,047.42B","-0.15%"
